Ordem Pedido;Loja;Tempo de Entrega;Devolução
5298;Rewe;13;Não
5300;Físico;;Não
5301;Físico;;Não
5302;Físico;;Não
5304;AliExpress;3;Não
5305;Físico;;Sim
5306;Físico;;Não
5307;Físico;;Não
5309;Físico;;Não
5310;Físico;;Não
5311;Físico;;Não
5312;Alibaba;7;Não
5314;Físico;;Sim
5318;Físico;;Não
5320;Físico;;Sim
5322;Físico;;Não
5323;Físico;;Sim
5324;Físico;;Não
5325;Físico;;Não
5326;Físico;;Não
5327;Físico;;Não
5328;Físico;;Não
5332;Físico;;Não
5333;Físico;;Não
5334;Físico;;Não
5335;Físico;;Não
5338;AliExpress;4;Não
5339;Físico;;Não
5340;Físico;;Não
5343;Físico;;Não
5344;Físico;;Não
5345;Kaola;9;Sim
5347;Físico;;Não
5349;Físico;;Não
5351;Físico;;Não
5352;Físico;;Não
5353;Físico;;Não
5354;Físico;;Não
5355;Físico;;Sim
5356;Físico;;Não
5357;Físico;;Sim
5359;Físico;;Não
5360;Físico;;Não
5362;Físico;;Não
5363;Físico;;Não
5364;Físico;;Não
5367;Edeka;9;Não
5368;Físico;;Não
5369;eshop europa;8;Não
5370;Físico;;Não
5371;Físico;;Não
5373;Físico;;Não
5374;Aldi;7;Não
5375;Wish;13;Não
5377;Físico;;Não
5378;Físico;;Não
5379;Físico;;Não
5381;Físico;;Não
5382;Físico;;Não
5386;Físico;;Não
5387;Físico;;Não
5388;Físico;;Não
5389;Lowe's;10;Não
5390;Físico;;Não
5392;Físico;;Não
5393;BestBuy;10;Não
5394;Físico;;Não
5395;Físico;;Não
5396;Físico;;Não
5399;Físico;;Não
5400;Físico;;Não
5401;Físico;;Não
5402;Físico;;Não
5404;Target;17;Não
5405;Walmart;17;Não
5406;Físico;;Não
5407;Físico;;Não
5408;Físico;;Não
5409;Físico;;Não
5411;Físico;;Não
5413;Tesco;14;Não
5414;Alibaba;6;Não
5415;Físico;;Não
5417;Físico;;Não
5418;Físico;;Não
5420;Físico;;Não
5421;Físico;;Não
5422;Físico;;Não
5423;Físico;;Não
5428;Físico;;Sim
5429;Físico;;Não
5431;Físico;;Não
5433;Físico;;Não
5435;Físico;;Não
5436;Físico;;Sim
5437;Físico;;Não
5438;Físico;;Não
5440;Físico;;Não
5441;Físico;;Não
5442;Físico;;Não
5443;Físico;;Não
5444;Físico;;Sim
5445;Físico;;Não
5446;Físico;;Não
5447;Físico;;Sim
5451;Físico;;Não
5452;Físico;;Não
5453;Físico;;Não
5455;Físico;;Sim
5456;Físico;;Não
5457;Amazon;14;Não
5458;Físico;;Não
5459;Físico;;Não
5460;Físico;;Não
5461;Físico;;Não
5462;Físico;;Não
5464;Físico;;Não
5465;Edeka;21;Não
5467;E.Leclerc;12;Não
5468;Físico;;Não
5469;Físico;;Não
5470;Físico;;Não
5471;Físico;;Não
5474;Físico;;Não
5475;Físico;;Não
5476;Flipkart;14;Não
5478;Físico;;Sim
5479;Físico;;Não
5480;Físico;;Sim
5482;Físico;;Não
5483;Físico;;Não
5488;Físico;;Não
5489;Físico;;Não
5490;Físico;;Não
5491;Físico;;Não
5495;TaooMall;7;Sim
5496;Físico;;Não
5497;Físico;;Não
5499;Edeka;3;Sim
5501;Físico;;Não
5502;Físico;;Não
5503;Físico;;Não
5504;Físico;;Não
5507;Físico;;Não
5508;Target;11;Não
5511;Físico;;Não
5513;Físico;;Não
5514;Físico;;Sim
5515;Físico;;Não
5517;Físico;;Não
5519;Físico;;Não
5520;Físico;;Sim
5521;Físico;;Não
5522;Físico;;Não
5524;Físico;;Não
5525;Físico;;Não
5528;Físico;;Não
5529;Flipkart;12;Não
5530;Físico;;Não
5531;HomeDepot;25;Sim
5533;AliExpress;1;Não
5535;Craiglist;4;Não
5536;Alibaba;6;Não
5539;Físico;;Sim
5540;HomeDepot;27;Não
5542;Físico;;Não
5543;Físico;;Não
5544;Físico;;Não
5545;Físico;;Não
5546;Físico;;Não
5547;Físico;;Não
5548;Físico;;Sim
5550;Físico;;Não
5553;Físico;;Não
5555;Físico;;Não
5556;Físico;;Não
5557;Físico;;Sim
5559;Físico;;Não
5560;Lazada;19;Não
5561;Físico;;Não
5563;Físico;;Não
5564;Físico;;Não
5565;Físico;;Sim
5566;Físico;;Não
5567;Físico;;Sim
5569;Físico;;Não
5570;Físico;;Não
5571;Físico;;Sim
5573;Kaola;13;Não
5576;Físico;;Não
5577;Aldi;13;Sim
5578;Físico;;Não
5579;Físico;;Não
5580;Físico;;Não
5582;Qoo10;14;Não
5583;eshop europa;9;Não
5585;Físico;;Não
5587;Físico;;Não
5588;Físico;;Não
5589;Físico;;Não
5590;Físico;;Não
5591;Físico;;Não
5592;Físico;;Não
5594;Físico;;Não
5595;Físico;;Não
5596;Físico;;Não
5598;Schwarz;18;Não
5599;eBay;25;Não
5600;Físico;;Não
5601;Físico;;Sim
5602;Físico;;Não
5603;Físico;;Não
5604;eshop europa;8;Não
5606;Físico;;Não
5607;Físico;;Não
5608;Físico;;Não
5611;Físico;;Não
5612;Físico;;Não
5614;Físico;;Não
5616;Físico;;Não
5618;HomeDepot;9;Não
5619;Lazada;22;Não
5621;Físico;;Não
5622;Físico;;Não
5623;Físico;;Não
5624;Físico;;Não
5626;Físico;;Não
5627;Físico;;Não
5628;Rewe;12;Não
5629;Físico;;Não
5630;Físico;;Não
5631;Físico;;Não
5632;Físico;;Não
5633;Físico;;Sim
5634;Físico;;Não
5635;Físico;;Não
5636;Físico;;Não
5637;Físico;;Não
5639;Físico;;Não
5641;Físico;;Não
5642;Físico;;Não
5644;Físico;;Não
5645;BestBuy;6;Não
5646;Físico;;Não
5647;Físico;;Não
5651;Físico;;Não
5652;Físico;;Sim
5654;TaooMall;12;Não
5655;Físico;;Não
5656;Físico;;Não
5658;Físico;;Não
5659;Físico;;Não
5660;Rewe;11;Não
5663;Físico;;Não
5664;Físico;;Não
5665;Físico;;Não
5667;Físico;;Não
5668;Físico;;Não
5669;Físico;;Não
5670;Qoo10;22;Não
5671;Físico;;Não
5672;Físico;;Não
5673;Físico;;Não
5674;Físico;;Não
5677;Físico;;Não
5680;E.Leclerc;8;Não
5681;Físico;;Não
5682;Físico;;Não
5684;Físico;;Não
5686;Físico;;Não
5688;Físico;;Não
5689;Físico;;Não
5690;Físico;;Não
5691;Lazada;11;Não
5694;Físico;;Não
5697;Craiglist;7;Não
5698;Físico;;Não
5699;eshop europa;9;Não
5700;Físico;;Não
5702;Lazada;20;Sim
5705;Físico;;Não
5707;Físico;;Não
5708;Físico;;Não
5709;Físico;;Não
5710;Qoo10;27;Não
5714;Físico;;Não
5715;Físico;;Não
5716;Físico;;Não
5718;Físico;;Não
5720;Físico;;Não
5722;Físico;;Não
5723;Físico;;Não
5724;Físico;;Não
5725;Físico;;Não
5726;Físico;;Não
5727;Físico;;Não
5728;Físico;;Não
5730;Físico;;Não
5731;Físico;;Não
5732;Físico;;Não
5733;Físico;;Sim
5734;Físico;;Não
5736;Físico;;Não
5737;Físico;;Não
5738;Físico;;Sim
5740;Físico;;Não
5741;Físico;;Sim
5742;Físico;;Não
5743;Físico;;Não
5744;Físico;;Sim
5745;Físico;;Não
5747;Amazon;12;Não
5748;Físico;;Não
5749;Físico;;Não
5750;Físico;;Não
5751;Físico;;Não
5756;Físico;;Sim
5757;Físico;;Não
5758;Físico;;Não
5761;Físico;;Não
5762;Físico;;Não
5764;Walmart;18;Sim
5767;Físico;;Não
5768;Físico;;Não
5769;Físico;;Não
5771;Físico;;Não
5772;Físico;;Não
5776;Físico;;Não
5777;Físico;;Não
5779;Físico;;Não
5786;Físico;;Não
5788;Físico;;Não
5789;Físico;;Não
5790;Físico;;Não
5792;Físico;;Não
5795;Físico;;Não
5796;Físico;;Não
5797;GittiGidiyor;13;Não
5798;Físico;;Não
5799;Físico;;Não
5800;Físico;;Sim
5801;Físico;;Não
5802;Físico;;Não
5804;Físico;;Não
5805;Físico;;Não
5807;Físico;;Não
5808;Físico;;Não
5810;Físico;;Não
5813;Físico;;Não
5814;Físico;;Não
5815;Físico;;Não
5816;Físico;;Não
5818;Rakuten;8;Não
5819;Físico;;Não
5820;Lowe's;16;Não
5821;Físico;;Não
5822;Target;15;Não
5824;Físico;;Não
5825;Físico;;Sim
5826;Físico;;Não
5827;AliExpress;3;Não
5828;Tesco;9;Não
5830;Físico;;Não
5831;Físico;;Não
5833;Físico;;Não
5835;Físico;;Não
5836;Físico;;Não
5837;Físico;;Não
5840;Físico;;Não
5842;Target;19;Não
5844;Físico;;Não
5845;Físico;;Não
5846;Físico;;Não
5847;Físico;;Não
5848;Físico;;Não
5849;Lazada;17;Não
5850;Físico;;Não
5852;eshop europa;8;Não
5853;Físico;;Não
5854;Tesco;17;Não
5856;Físico;;Não
5859;Físico;;Não
5861;Físico;;Não
5863;Físico;;Não
5864;Rewe;10;Não
5867;Físico;;Não
5869;Físico;;Não
5870;Físico;;Não
5871;Físico;;Não
5872;Físico;;Não
5873;Físico;;Não
5874;AliExpress;7;Não
5875;Físico;;Não
5876;Físico;;Sim
5877;Físico;;Não
5878;Tesco;18;Não
5879;Físico;;Não
5880;Físico;;Não
5881;Físico;;Não
5882;Físico;;Não
5883;Físico;;Não
5884;Físico;;Não
5887;Físico;;Não
5888;Físico;;Não
5889;Físico;;Não
5890;Físico;;Não
5891;Físico;;Não
5892;Lowe's;11;Não
5894;Físico;;Não
5895;Físico;;Não
5896;Físico;;Não
5897;Físico;;Não
5898;Físico;;Não
5899;Físico;;Não
5900;eBay;15;Não
5901;Walmart;19;Não
5902;Físico;;Não
5903;Físico;;Não
5904;Físico;;Não
5905;Físico;;Não
5909;Físico;;Não
5910;Físico;;Não
5911;Craiglist;1;Não
5914;Físico;;Não
5915;Físico;;Não
5916;Físico;;Não
5917;Físico;;Não
5918;Físico;;Não
5919;Físico;;Não
5921;Físico;;Não
5922;TaooMall;11;Não
5923;Físico;;Não
5924;Físico;;Não
5926;Físico;;Não
5927;eshop europa;7;Não
5928;Físico;;Não
5930;Físico;;Não
5932;Físico;;Não
5933;Físico;;Não
5935;Físico;;Não
5936;Físico;;Não
5937;Físico;;Não
5938;Físico;;Não
5939;Físico;;Não
5940;Físico;;Não
5941;Físico;;Não
5942;Físico;;Não
5943;Físico;;Não
5944;Físico;;Não
5945;Físico;;Não
5946;Físico;;Não
5947;Físico;;Não
5948;Qoo10;24;Não
5949;Físico;;Não
5950;Físico;;Não
5951;Físico;;Não
5953;Craiglist;10;Não
5955;Físico;;Não
5956;Físico;;Não
5957;Físico;;Não
5959;Rewe;9;Não
5961;Físico;;Sim
5962;SnapDeal;13;Não
5964;Físico;;Não
5965;Físico;;Não
5968;Físico;;Não
5971;Físico;;Não
5972;Físico;;Não
5973;Físico;;Sim
5974;Físico;;Não
5977;E.Leclerc;13;Sim
5979;Físico;;Não
5980;Físico;;Não
5981;Físico;;Não
5983;Físico;;Não
5984;Físico;;Não
5985;Físico;;Não
5986;Físico;;Não
5987;Físico;;Não
5988;Físico;;Sim
5989;Físico;;Não
5991;Físico;;Não
5992;Físico;;Não
5994;Físico;;Não
5997;Físico;;Não
5998;Amazon;10;Não
6002;Físico;;Não
6003;Físico;;Não
6005;Físico;;Não
6007;Físico;;Não
6009;Físico;;Não
6010;Físico;;Não
6012;Físico;;Não
6014;Físico;;Não
6017;Lowe's;11;Não
6021;Físico;;Não
6022;Físico;;Não
6023;Físico;;Não
6025;SnapDeal;9;Não
6028;Físico;;Não
6030;Físico;;Não
6034;Físico;;Sim
6035;Físico;;Não
6041;Físico;;Não
6042;Físico;;Não
6043;Físico;;Não
6044;Físico;;Não
6047;Físico;;Não
6049;Físico;;Não
6050;Schwarz;6;Não
6052;Físico;;Não
6053;Físico;;Não
6055;Físico;;Não
6056;Físico;;Não
6057;Físico;;Não
6059;GittiGidiyor;7;Não
6060;Físico;;Não
6062;Físico;;Não
6063;Físico;;Não
6064;Edeka;8;Não
6065;Físico;;Sim
6067;Físico;;Não
6069;Aldi;9;Não
6070;Físico;;Não
6072;Schwarz;29;Não
6073;eshop europa;13;Não
6074;Físico;;Não
6076;Físico;;Não
6077;Físico;;Não
6078;Físico;;Não
6080;Físico;;Sim
6082;Físico;;Não
6083;Físico;;Não
6084;Físico;;Não
6085;Físico;;Não
6086;SnapDeal;7;Não
6088;Alibaba;7;Não
6090;Físico;;Não
6091;Amazon;10;Sim
6092;Físico;;Não
6093;Lowe's;13;Não
6094;Físico;;Não
6095;Físico;;Não
6096;Físico;;Não
6099;Físico;;Sim
6100;Físico;;Não
6101;Físico;;Não
6102;Físico;;Não
6107;Qoo10;15;Sim
6111;Físico;;Não
6112;Físico;;Não
6113;Físico;;Não
6115;Físico;;Não
6116;Lazada;26;Não
6117;HomeDepot;26;Não
6119;Físico;;Não
6121;Carrefour;7;Não
6122;Físico;;Não
6123;Físico;;Não
6124;Físico;;Não
6125;Físico;;Não
6126;Físico;;Não
6128;Físico;;Não
6129;Edeka;26;Não
6131;Físico;;Não
6132;Físico;;Não
6134;Físico;;Não
6136;Físico;;Sim
6139;Físico;;Não
6140;Físico;;Não
6141;Físico;;Não
6142;Físico;;Não
6143;Físico;;Não
6144;Físico;;Não
6145;Físico;;Não
6146;Físico;;Não
6147;Físico;;Sim
6149;Físico;;Não
6151;Físico;;Não
6153;Físico;;Não
6154;Físico;;Não
6155;Físico;;Não
6156;Físico;;Sim
6158;HomeDepot;29;Não
6159;Físico;;Não
6160;Físico;;Não
6165;Físico;;Não
6166;Físico;;Não
6168;Físico;;Não
6169;Físico;;Não
6171;Físico;;Não
6173;Físico;;Não
6176;Físico;;Não
6177;Qoo10;25;Não
6178;Lowe's;19;Não
6179;Físico;;Não
6180;Físico;;Sim
6182;Físico;;Não
6183;Físico;;Não
6184;Físico;;Não
6185;Físico;;Não
6186;Físico;;Não
6187;Físico;;Sim
6188;Físico;;Sim
6189;Físico;;Não
6190;Físico;;Não
6191;Físico;;Não
6193;Físico;;Não
6194;Físico;;Sim
6196;Físico;;Não
6198;Físico;;Não
6199;Físico;;Não
6200;Físico;;Não
6201;Etsy;4;Não
6202;Físico;;Não
6203;Físico;;Não
6204;Físico;;Não
6206;Físico;;Não
6207;Físico;;Não
6209;Físico;;Não
6212;Físico;;Não
6213;Físico;;Não
6215;Físico;;Não
6219;TaooMall;12;Não
6220;Físico;;Não
6221;Físico;;Não
6222;Físico;;Não
6225;Físico;;Sim
6226;Físico;;Sim
6228;Físico;;Sim
6229;Físico;;Sim
6230;Físico;;Não
6232;Físico;;Não
6233;Físico;;Não
6235;Físico;;Não
6236;Físico;;Não
6237;Físico;;Não
6240;Físico;;Não
6241;Físico;;Não
6243;Físico;;Não
6244;AliExpress;2;Não
6247;Físico;;Não
6250;Tesco;16;Não
6251;Físico;;Sim
6252;Físico;;Não
6253;Físico;;Não
6254;Físico;;Não
6256;Físico;;Sim
6257;Físico;;Sim
6258;Físico;;Não
6259;Físico;;Não
6260;Físico;;Não
6261;Físico;;Não
6262;Físico;;Não
6263;Rewe;11;Não
6264;Físico;;Não
6265;Amazon;10;Não
6266;Físico;;Não
6268;Físico;;Não
6269;Físico;;Não
6271;Físico;;Não
6274;E.Leclerc;8;Não
6275;Físico;;Não
6276;Físico;;Não
6277;Físico;;Não
6278;Físico;;Não
6279;Físico;;Sim
6280;Físico;;Não
6281;Físico;;Não
6282;Físico;;Não
6284;E.Leclerc;13;Sim
6286;Físico;;Não
6287;Carrefour;7;Não
6289;Físico;;Não
6290;Físico;;Não
6291;Físico;;Não
6292;TaooMall;10;Não
6293;Físico;;Não
6294;Les Mousquetaires;19;Não
6295;Físico;;Não
6296;Físico;;Sim
6297;Físico;;Não
6300;Físico;;Sim
6302;Físico;;Não
6303;Físico;;Não
6304;Físico;;Não
6305;HomeDepot;6;Não
6306;Físico;;Não
6307;Físico;;Não
6310;Físico;;Não
6312;Físico;;Não
6313;Físico;;Não
6314;Físico;;Não
6315;Físico;;Não
6316;Físico;;Não
6319;Walmart;10;Não
6320;Físico;;Sim
6321;Físico;;Não
6323;Físico;;Não
6325;Físico;;Não
6326;Físico;;Não
6327;Físico;;Não
6328;BestBuy;3;Não
6329;Schwarz;19;Não
6330;Físico;;Não
6331;Físico;;Não
6332;Físico;;Não
6333;Físico;;Não
6335;Físico;;Não
6336;Físico;;Não
6337;Amazon;16;Não
6341;Físico;;Não
6342;Físico;;Não
6344;Físico;;Não
6347;Físico;;Não
6349;Físico;;Não
6351;Físico;;Não
6353;Les Mousquetaires;13;Não
6356;Físico;;Não
6360;Físico;;Não
6361;Físico;;Não
6363;Físico;;Não
6365;Físico;;Não
6366;Físico;;Não
6367;Físico;;Não
6368;Físico;;Sim
6369;Físico;;Sim
6370;Físico;;Não
6371;Físico;;Não
6372;Físico;;Não
6373;Físico;;Não
6374;Schwarz;7;Não
6376;Físico;;Sim
6377;Físico;;Não
6378;Físico;;Não
6379;Físico;;Não
6380;Físico;;Não
6381;Craiglist;6;Não
6382;Físico;;Não
6383;Físico;;Não
6384;Físico;;Não
6385;Físico;;Sim
6386;Físico;;Não
6387;Físico;;Não
6391;Físico;;Não
6394;Físico;;Não
6395;Físico;;Não
6396;Físico;;Não
6397;Físico;;Não
6398;Físico;;Não
6400;Físico;;Não
6405;Físico;;Não
6407;Físico;;Não
6408;Físico;;Não
6410;Físico;;Não
6412;Físico;;Não
6413;Físico;;Não
6415;Walmart;12;Não
6416;Físico;;Não
6418;Físico;;Não
6419;Físico;;Não
6420;Físico;;Não
6421;Físico;;Não
6423;Físico;;Não
6427;eBay;16;Não
6428;Físico;;Não
6429;Físico;;Não
6431;Físico;;Não
6432;Físico;;Não
6434;Físico;;Não
6435;Físico;;Não
6436;Físico;;Não
6437;Físico;;Não
6438;Físico;;Sim
6439;Físico;;Não
6440;Físico;;Não
6441;Físico;;Não
6442;Físico;;Não
6443;Físico;;Não
6444;Físico;;Não
6445;Físico;;Não
6447;Físico;;Não
6449;Físico;;Não
6450;Físico;;Não
6452;Físico;;Não
6453;Físico;;Não
6456;Físico;;Não
6459;E.Leclerc;18;Não
6460;Físico;;Não
6461;Físico;;Não
6462;Lowe's;8;Não
6464;Físico;;Não
6465;Craiglist;10;Não
6466;Físico;;Não
6468;Físico;;Não
6471;Físico;;Não
6474;Físico;;Não
6475;Físico;;Não
6476;Físico;;Não
6478;Físico;;Não
6479;Físico;;Sim
6481;Físico;;Não
6484;Físico;;Não
6486;Físico;;Não
6487;Físico;;Não
6488;Físico;;Não
6490;Físico;;Não
6492;Físico;;Sim
6493;Físico;;Não
6495;Físico;;Não
6496;Físico;;Não
6497;Físico;;Não
6498;Físico;;Não
6499;Físico;;Não
6501;GittiGidiyor;8;Sim
6503;Físico;;Não
6505;Les Mousquetaires;9;Não
6506;Físico;;Não
6508;Físico;;Não
6509;Físico;;Não
6510;Físico;;Não
6512;Físico;;Não
6513;Físico;;Não
6514;Físico;;Não
6515;Físico;;Não
6516;Físico;;Não
6517;Físico;;Não
6520;Rewe;9;Sim
6523;Físico;;Sim
6524;Físico;;Não
6525;BestBuy;9;Não
6526;Físico;;Não
6527;Físico;;Não
6528;Físico;;Não
6529;Físico;;Não
6531;Físico;;Não
6532;Físico;;Não
6534;Físico;;Não
6535;Físico;;Não
6536;Target;17;Não
6537;Físico;;Não
6538;Físico;;Sim
6539;Físico;;Não
6542;Físico;;Não
6543;Físico;;Não
6544;eBay;23;Não
6545;E.Leclerc;8;Sim
6547;Físico;;Não
6548;Físico;;Não
6549;Físico;;Não
6550;Qoo10;23;Não
6553;Físico;;Não
6554;Físico;;Não
6555;Físico;;Não
6556;Físico;;Não
6557;Físico;;Sim
6558;Físico;;Não
6560;Físico;;Não
6561;Físico;;Não
6562;Físico;;Não
6563;Físico;;Não
6564;Físico;;Não
6566;Físico;;Não
6567;Craiglist;2;Não
6569;Físico;;Não
6570;Físico;;Não
6572;Físico;;Não
6573;Físico;;Não
6574;Físico;;Não
6575;Físico;;Não
6578;Físico;;Não
6580;Físico;;Não
6581;Edeka;10;Não
6582;Físico;;Não
6583;Físico;;Não
6584;Etsy;1;Não
6585;Físico;;Não
6586;Físico;;Sim
6587;Físico;;Não
6588;Carrefour;8;Não
6589;Amazon;15;Não
6592;Físico;;Não
6593;Walmart;11;Não
6594;Físico;;Não
6595;Físico;;Não
6596;Físico;;Não
6597;Físico;;Não
6598;Físico;;Não
6600;Físico;;Não
6602;Físico;;Não
6603;Físico;;Sim
6604;Físico;;Não
6606;Físico;;Sim
6607;Físico;;Sim
6609;Qoo10;21;Não
6610;Físico;;Não
6611;Físico;;Não
6617;Físico;;Não
6618;Físico;;Não
6619;Físico;;Não
6622;Físico;;Não
6624;Físico;;Não
6625;Físico;;Não
6627;Físico;;Não
6629;Físico;;Não
6631;Físico;;Não
6633;Flipkart;11;Não
6634;Físico;;Não
6635;Schwarz;8;Não
6636;Físico;;Não
6637;eBay;6;Não
6638;AliExpress;1;Não
6639;Físico;;Não
6641;Físico;;Sim
6642;Físico;;Não
6643;Físico;;Não
6646;Físico;;Não
6647;Físico;;Não
6648;Físico;;Não
6650;Físico;;Não
6651;Físico;;Não
6652;Físico;;Não
6653;Físico;;Não
6654;Físico;;Não
6655;Físico;;Sim
6657;Físico;;Não
6658;Físico;;Não
6659;Físico;;Não
6660;Físico;;Não
6664;Físico;;Não
6666;Físico;;Não
6667;eshop europa;9;Sim
6668;Etsy;8;Não
6669;Físico;;Não
6670;Físico;;Não
6671;Físico;;Não
6672;Físico;;Não
6673;Craiglist;10;Não
6674;Físico;;Não
6676;Físico;;Não
6678;Walmart;8;Não
6679;Físico;;Não
6681;Físico;;Não
6682;Físico;;Não
6683;Físico;;Não
6684;Físico;;Não
6686;Físico;;Não
6687;Físico;;Sim
6688;Físico;;Não
6689;Físico;;Não
6691;Físico;;Não
6692;Físico;;Não
6693;Físico;;Não
6694;Físico;;Não
6695;E.Leclerc;13;Sim
6696;Físico;;Não
6698;Físico;;Não
6701;Físico;;Não
6702;Físico;;Não
6704;Físico;;Não
6705;Físico;;Sim
6706;Físico;;Não
6709;Físico;;Não
6710;Edeka;27;Não
6711;Físico;;Não
6712;Físico;;Não
6714;Físico;;Não
6715;Físico;;Não
6717;Físico;;Não
6720;Les Mousquetaires;13;Não
6722;Físico;;Não
6723;Físico;;Não
6724;Físico;;Não
6726;Físico;;Não
6728;Físico;;Não
6729;Físico;;Não
6730;Físico;;Não
6731;Craiglist;10;Não
6733;Físico;;Não
6735;Físico;;Sim
6736;Físico;;Não
6739;Físico;;Não
6741;Físico;;Não
6742;Físico;;Sim
6743;Físico;;Sim
6745;Físico;;Não
6747;Físico;;Não
6748;Físico;;Não
6749;Físico;;Não
6751;Físico;;Não
6752;TaooMall;7;Não
6753;Físico;;Sim
6754;Físico;;Não
6755;Físico;;Não
6756;Físico;;Não
6757;Físico;;Sim
6758;Físico;;Sim
6760;Físico;;Não
6761;Físico;;Não
6763;Físico;;Sim
6764;Físico;;Não
6765;Schwarz;2;Não
6767;Físico;;Não
6768;Kaola;16;Não
6769;Físico;;Sim
6771;Físico;;Não
6772;Físico;;Não
6773;Físico;;Não
6774;Craiglist;2;Não
6776;Físico;;Não
6777;Físico;;Não
6778;AliExpress;4;Não
6779;Físico;;Não
6781;Físico;;Não
6782;SnapDeal;10;Não
6784;Físico;;Não
6785;Físico;;Não
6786;Rakuten;10;Não
6787;eshop europa;12;Não
6789;Físico;;Sim
6790;eBay;9;Não
6791;Físico;;Não
6792;Schwarz;22;Não
6793;Físico;;Sim
6797;Wish;8;Não
6798;Físico;;Não
6799;Físico;;Sim
6800;Físico;;Não
6801;Físico;;Não
6802;Físico;;Não
6804;Físico;;Não
6806;Físico;;Não
6807;Físico;;Não
6808;Físico;;Não
6809;Físico;;Não
6811;Físico;;Não
6814;GittiGidiyor;8;Não
6815;Físico;;Não
6816;Rakuten;11;Não
6817;Físico;;Não
6818;Físico;;Não
6819;Físico;;Não
6821;Físico;;Não
6823;Físico;;Não
6826;Físico;;Não
6827;Físico;;Não
6828;Físico;;Sim
6829;Físico;;Sim
6830;Físico;;Não
6831;Físico;;Não
6832;Físico;;Não
6833;Físico;;Não
6834;Qoo10;14;Não
6835;Físico;;Não
6836;Físico;;Não
6837;Físico;;Não
6838;Físico;;Não
6840;Físico;;Não
6841;HomeDepot;20;Sim
6842;Tesco;9;Não
6843;Físico;;Não
6844;Físico;;Não
6846;Físico;;Não
6847;Físico;;Sim
6848;Amazon;13;Não
6849;Físico;;Não
6850;SnapDeal;12;Não
6851;Físico;;Não
6853;Físico;;Não
6854;Físico;;Não
6855;Físico;;Não
6856;Físico;;Não
6858;Físico;;Não
6859;Físico;;Não
6860;Físico;;Não
6862;Físico;;Sim
6864;Físico;;Não
6867;Físico;;Não
6868;Físico;;Sim
6869;Físico;;Não
6870;Físico;;Não
6871;Físico;;Não
6872;Físico;;Não
6873;Físico;;Não
6874;Físico;;Não
6877;Físico;;Não
6878;Físico;;Não
6879;TaooMall;13;Não
6880;Físico;;Não
6881;Físico;;Não
6882;Físico;;Não
6883;Físico;;Não
6887;Físico;;Não
6888;Físico;;Não
6889;Físico;;Não
6891;Físico;;Não
6894;Físico;;Não
6895;SnapDeal;12;Não
6896;Físico;;Não
6897;Físico;;Não
6898;Físico;;Não
6900;Físico;;Não
6901;Físico;;Não
6902;Físico;;Não
6903;Lowe's;12;Não
6904;TaooMall;10;Não
6905;Físico;;Não
6906;Físico;;Sim
6907;Físico;;Não
6908;Físico;;Não
6909;Físico;;Não
6911;Físico;;Não
6913;Físico;;Não
6914;Físico;;Não
6915;Físico;;Não
6919;Aldi;10;Não
6920;Físico;;Não
6921;Físico;;Sim
6923;Físico;;Não
6925;Físico;;Não
6927;Físico;;Não
6928;Físico;;Não
6929;Físico;;Não
6930;Físico;;Não
6931;Qoo10;27;Não
6932;Físico;;Não
6933;Físico;;Não
6934;Físico;;Não
6935;Físico;;Não
6936;Físico;;Não
6937;Físico;;Não
6939;Físico;;Não
6941;Físico;;Não
6943;Físico;;Não
6944;Físico;;Não
6946;Físico;;Não
6947;Físico;;Não
6950;Físico;;Não
6951;Físico;;Não
6952;Físico;;Não
6953;Físico;;Não
6954;Físico;;Não
6955;Amazon;18;Não
6957;Kaola;13;Não
6958;Alibaba;3;Não
6960;Físico;;Não
6961;Físico;;Não
6962;Físico;;Não
6963;Físico;;Não
6964;Físico;;Não
6965;Físico;;Não
6966;Rakuten;13;Não
6967;Físico;;Sim
6968;Físico;;Sim
6969;Físico;;Não
6970;Físico;;Não
6973;Físico;;Não
6974;Físico;;Não
6975;Físico;;Não
6976;Físico;;Não
7743;Físico;;Não
7745;Físico;;Não
7748;Físico;;Não
7749;HomeDepot;14;Não
7750;Lazada;12;Não
7751;Físico;;Não
7753;Carrefour;8;Não
7754;eshop europa;8;Não
7755;Carrefour;9;Sim
7756;Físico;;Não
7757;eshop europa;13;Não
7758;Físico;;Não
7759;AliExpress;4;Não
7760;Flipkart;14;Não
7762;Físico;;Não
7765;Wish;8;Não
7766;Wish;7;Não
7767;BestBuy;10;Não
7768;Físico;;Não
7770;Físico;;Não
7773;Físico;;Sim
7774;Físico;;Sim
7778;Físico;;Não
7779;Físico;;Não
7785;Físico;;Não
7786;Físico;;Não
7787;Físico;;Não
7788;Físico;;Não
7789;Kaola;12;Não
7790;Físico;;Não
7791;Físico;;Sim
7792;Amazon;17;Não
7793;Físico;;Não
7794;AliExpress;8;Não
7795;Físico;;Não
7797;Rakuten;13;Não
7798;Físico;;Não
7799;Amazon;18;Não
7801;Físico;;Não
7802;Flipkart;12;Não
7806;Físico;;Não
7807;Físico;;Não
7809;Físico;;Não
7811;Físico;;Não
7812;Físico;;Não
7814;Físico;;Não
7816;Físico;;Não
7817;Físico;;Não
7819;Físico;;Não
7820;Físico;;Não
